customer_id,avg_basket_value,category_dispersion,promo_share,mean_interpurchase_days,returns_rate,evening_share,weekend_share,n_purchases
0,38.36214873311485,0.823801652892562,0.2727272727272727,12.285714285714286,0.03636363636363636,0.0,0.875,8
1,22.40797237274728,0.8605371900826446,0.3409090909090909,12.6,0.11363636363636363,1.0,0.5,6
2,21.843471035977757,0.85595703125,0.328125,8.5,0.046875,0.8888888888888888,0.6666666666666666,9
3,27.551696962774077,0.8366666666666667,0.38333333333333336,6.545454545454546,0.16666666666666666,0.08333333333333333,0.6666666666666666,12
4,23.44808880668872,0.8545918367346939,0.2619047619047619,6.545454545454546,0.047619047619047616,0.6666666666666666,0.6666666666666666,12
5,22.20510426286139,0.8442906574394464,0.3235294117647059,12.5,0.058823529411764705,0.2,1.0,5
6,24.10771079851252,0.8288,0.36,11.166666666666666,0.16,0.0,0.7142857142857143,7
7,24.961134343171402,0.8490304709141274,0.3684210526315789,13.166666666666666,0.07894736842105263,0.0,0.5714285714285714,7
8,23.47395528798115,0.8626634958382877,0.3620689655172414,8.666666666666666,0.017241379310344827,0.0,0.8,10
9,25.03092281368576,0.7878787878787878,0.3333333333333333,11.0,0.09090909090909091,0.16666666666666666,0.8333333333333334,6
10,21.551686516826,0.8372781065088757,0.46153846153846156,10.625,0.019230769230769232,0.0,0.6666666666666666,9
11,27.584143120451838,0.8494346359849236,0.323943661971831,5.363636363636363,0.07042253521126761,0.0,0.75,12
12,26.52963532777352,0.857780612244898,0.42857142857142855,11.285714285714286,0.017857142857142856,0.0,0.625,8
13,22.217851948548674,0.8370986920332937,0.3448275862068966,6.2,0.034482758620689655,0.16666666666666666,0.8333333333333334,6
14,29.713931014461444,0.8550347222222222,0.3541666666666667,9.166666666666666,0.041666666666666664,0.14285714285714285,0.8571428571428571,7
15,29.282397551532124,0.8508465466272508,0.29508196721311475,6.666666666666667,0.06557377049180328,0.0,0.7,10
16,25.287615002813684,0.8526077097505669,0.23809523809523808,26.333333333333332,0.09523809523809523,0.0,0.25,4
17,24.55207617699036,0.8225,0.2875,7.0,0.0375,0.8461538461538461,0.46153846153846156,13
18,28.406752866675273,0.8599632690541781,0.30303030303030304,9.25,0.06060606060606061,0.0,0.6666666666666666,9
19,19.578940332060135,0.74609375,0.4375,14.25,0.09375,0.8,0.8,5
20,35.968124910413,0.77375,0.45,11.142857142857142,0.1,0.0,0.875,8
21,24.69250993924916,0.8533333333333333,0.3,15.2,0.06666666666666667,0.3333333333333333,0.6666666666666666,6
22,28.948631598800784,0.8407908428720083,0.3548387096774194,11.833333333333334,0.03225806451612903,0.0,0.8571428571428571,7
23,39.08930713961107,0.8359375,0.375,17.0,0.0625,0.0,0.8,5
24,22.79360602433619,0.7957333333333334,0.29333333333333333,7.181818181818182,0.013333333333333334,0.8333333333333334,0.5,12
25,32.376354515174384,0.8106575963718821,0.23809523809523808,11.714285714285714,0.07142857142857142,0.0,1.0,8
26,25.04448747037569,0.8195918367346939,0.2571428571428571,6.166666666666667,0.08571428571428572,1.0,0.5714285714285714,7
27,29.480632677824946,0.8326446280991735,0.13636363636363635,15.5,0.06818181818181818,0.0,0.6,5
28,21.86981425106105,0.8316326530612245,0.375,7.888888888888889,0.14285714285714285,0.0,0.4,10
29,32.27147104143484,0.8412149173394847,0.27450980392156865,9.5,0.0,0.0,0.8888888888888888,9
30,24.83067702442308,0.8524590163934427,0.29508196721311475,7.545454545454546,0.04918032786885246,0.9166666666666666,0.5833333333333334,12
31,22.618189882634173,0.8566503878195921,0.5423728813559322,7.8,0.05084745762711865,0.09090909090909091,0.45454545454545453,11
32,30.783230820651514,0.8060941828254848,0.2894736842105263,11.2,0.0,0.16666666666666666,0.6666666666666666,6
33,25.538187959257982,0.8558205767176932,0.3018867924528302,8.555555555555555,0.03773584905660377,0.7,0.5,10
34,32.8483942750172,0.825483920134126,0.30864197530864196,8.11111111111111,0.012345679012345678,0.0,0.7,10
35,31.131438628366976,0.84,0.4,23.0,0.05,0.0,0.75,4
36,31.7613313608221,0.8241415192507804,0.3225806451612903,16.75,0.0,0.2,1.0,5
37,24.462251100004217,0.8483950617283951,0.4222222222222222,11.571428571428571,0.08888888888888889,0.0,0.375,8
38,21.42291431256036,0.8653846153846154,0.40384615384615385,6.333333333333333,0.0,0.7,0.7,10
39,30.807634459614672,0.8241965973534972,0.391304347826087,9.833333333333334,0.043478260869565216,0.0,0.7142857142857143,7
40,30.57559597602118,0.857875340490306,0.4177215189873418,8.1,0.0379746835443038,0.18181818181818182,0.8181818181818182,11
41,26.753492784391128,0.8487947406866325,0.43243243243243246,8.6,0.13513513513513514,0.0,0.6666666666666666,6
42,33.38449241096921,0.830119375573921,0.3333333333333333,11.0,0.030303030303030304,0.0,0.5714285714285714,7
43,23.11252848093427,0.7777777777777778,0.6666666666666666,24.0,0.0,0.0,1.0,2
44,26.693233458632335,0.8088642659279779,0.3157894736842105,28.666666666666668,0.05263157894736842,0.0,0.25,4
45,25.236658473592744,0.8477777777777777,0.48333333333333334,7.125,0.05,0.1111111111111111,0.5555555555555556,9
46,23.56929237862993,0.8254437869822485,0.28846153846153844,7.222222222222222,0.038461538461538464,0.6,0.7,10
47,22.00482988431937,0.8395061728395061,0.3333333333333333,9.142857142857142,0.08888888888888889,0.75,0.875,8
48,27.111382487494307,0.8055555555555556,0.6666666666666666,27.0,0.0,0.0,0.5,2
49,25.594883387156358,0.834652228238234,0.32653061224489793,6.375,0.14285714285714285,0.0,0.7777777777777778,9
50,33.742603951977316,0.8257725180802105,0.3333333333333333,7.111111111111111,0.02564102564102564,0.1,0.7,10
51,22.96797165211634,0.8691358024691358,0.37777777777777777,11.0,0.044444444444444446,0.0,0.625,8
52,28.72169722597104,0.8279773156899811,0.30434782608695654,11.857142857142858,0.043478260869565216,0.875,0.5,8
53,32.53681993871996,0.8289119569396386,0.37254901960784315,6.875,0.09803921568627451,0.1111111111111111,0.5555555555555556,9
54,31.745103320827468,0.8571428571428572,0.2222222222222222,8.0,0.047619047619047616,0.9166666666666666,0.5833333333333334,12
55,27.389194010133135,0.8,0.175,12.666666666666666,0.125,0.14285714285714285,0.42857142857142855,7
56,28.255656868129382,0.8457339844872163,0.423728813559322,7.666666666666667,0.06779661016949153,0.0,0.5,10
57,24.029854177705918,0.8339100346020761,0.29411764705882354,22.333333333333332,0.058823529411764705,0.0,0.5,4
58,25.979201777687326,0.8033240997229918,0.17543859649122806,9.0,0.0,0.9,0.8,10
59,30.232083874681706,0.8319559228650137,0.22727272727272727,7.777777777777778,0.06060606060606061,0.0,0.6,10
60,21.784577815587912,0.8163265306122449,0.42857142857142855,22.25,0.11428571428571428,0.0,0.8,5
61,29.857810909197376,0.8143491124260355,0.17307692307692307,6.375,0.057692307692307696,0.8888888888888888,0.7777777777777778,9
62,19.69810831484454,0.8,0.3,30.0,0.0,0.0,1.0,1
63,25.813575565699313,0.8046280991735537,0.2545454545454545,8.666666666666666,0.01818181818181818,0.7142857142857143,0.8571428571428571,7
64,18.85045448222836,0.7811634349030472,0.3157894736842105,27.0,0.10526315789473684,0.0,0.75,4
65,21.649872554233966,0.8537776501005458,0.3559322033898305,10.625,0.01694915254237288,0.8888888888888888,0.7777777777777778,9
66,33.770074027902375,0.8414901387874361,0.2702702702702703,14.0,0.05405405405405406,0.0,0.6666666666666666,6
