customer_id,mu_0,mu_1,mu_2,mu_3,label
0,0.25000074025793456,0.25000042403793465,0.24999909630063186,0.24999973940349893,0
1,0.24999726879196318,0.2499984360604152,0.2500033331457238,0.25000096200189786,2
2,0.24999514144363985,0.24999721795143948,0.25000592925025866,0.250001711354662,2
3,0.250003668579475,0.2500021004376446,0.2499955233900393,0.24999870759284112,0
4,0.24999398951958368,0.24999655842435048,0.25000733488473037,0.2500021171713354,2
5,0.2500021803473922,0.25000124840864646,0.2499973393093533,0.24999923193460802,0
6,0.2500040470170706,0.2500023171230623,0.2499950615762578,0.24999857428360933,0
7,0.250010890846127,0.25000623542420436,0.24998671057507565,0.24999616315459297,0
8,0.25000456948478506,0.25000261626989073,0.24999442401399816,0.24999839023132608,0
9,0.2500008222037169,0.2500004708707491,0.2499989964695498,0.2499997104559843,0
10,0.25000487226717977,0.25000278956050465,0.24999405467034327,0.24999828350197237,0
11,0.2500073153200416,0.25000418845639244,0.24999107326561903,0.24999742295794702,0
12,0.2500067406116896,0.25000385933408276,0.24999177470047193,0.24999762535375566,0
13,0.2500023380433856,0.25000133863146523,0.24999714700623882,0.24999917631891036,0
14,0.2500054057041557,0.2500030952123773,0.2499934032901765,0.24999809579329052,0
15,0.25000585170763784,0.25000335058833406,0.2499928590174095,0.24999793868661857,0
16,0.25000008244490685,0.25000004724134123,0.24999989932342384,0.24999997099032803,0
17,0.2499928244221576,0.24999589133018865,0.25000875664165284,0.25000252760600095,2
18,0.2500072009578951,0.25000412306623915,0.24999121264798368,0.24999746332788209,0
19,0.24999879362857974,0.2499993092542646,0.2500014721607588,0.25000042495639685,2
20,0.25000182205113286,0.2500010433272385,0.24999777640660584,0.2499993582150228,0
21,0.249998517140281,0.24999915101371736,0.2500018094275386,0.250000522418463,2
22,0.25000714713477284,0.2500040923703851,0.2499912780940346,0.2499974824008074,0
23,0.2500023022560299,0.25000131833861966,0.24999719029634535,0.2499991891090051,0
24,0.2499943600801926,0.249996770680111,0.2500068825282403,0.2500019867114561,2
25,0.2500008461145389,0.250000484658232,0.24999896710463923,0.24999970212258985,0
26,0.2499938380066994,0.24999647171309985,0.25000751969786505,0.2500021705823357,2
27,0.24999839853843608,0.2499990832698108,0.2500019538416039,0.2500005643501493,2
28,0.2500025312603671,0.25000144921648537,0.24999691131075225,0.24999910821239527,0
29,0.25000097027626056,0.250000555750125,0.24999881558896597,0.24999965838464844,0
30,0.24999338450147873,0.24999621198138744,0.25000807324149327,0.2500023302756405,2
31,0.2500036049415067,0.2500020639123522,0.2499956012171019,0.24999872992903924,0
32,0.24999729871351423,0.24999845360462658,0.25000329583885084,0.25000095184300836,2
33,0.24999360514284247,0.2499963383261148,0.25000780396961725,0.2500022525614254,2
34,0.25000121080887333,0.25000069352107623,0.24999852197237668,0.2499995736976738,0
35,0.2500042684615253,0.2500024441217623,0.24999479095045532,0.24999849646625713,0
36,0.250000091458072,0.25000005256200236,0.24999988801652875,0.24999996796339685,0
37,0.2500044243219566,0.2500025330770865,0.24999460130426499,0.2499984412966919,0
38,0.24999848305846037,0.24999913132135299,0.2500018513607764,0.25000053425941027,2
39,0.25000772574545366,0.2500044236421215,0.2499905720607317,0.24999727855169315,0
40,0.25000529674286637,0.2500030327255907,0.24999353644592054,0.24999813408562238,0
41,0.2500064230213858,0.25000367744464175,0.2499921623458381,0.24999773718813434,0
42,0.2500023070369842,0.2500013211823738,0.24999718425734588,0.2499991875232961,0
43,0.25000143858659285,0.250000823693139,0.2499982444903541,0.24999949322991413,0
44,0.24999977465641576,0.24999987104228558,0.2500002748570929,0.25000007944420577,2
45,0.2500057991441956,0.25000332017829596,0.2499929237649108,0.2499979569125976,0
46,0.2499909061267676,0.249994792931098,0.2500110976150185,0.25000320332711584,2
47,0.24999746401142237,0.24999854785973882,0.2500030948761444,0.25000089325269437,2
48,0.25000156701229526,0.2500008972193876,0.24999808778496022,0.2499994479833569,0
49,0.25000420750864893,0.25000240902914134,0.2499948657026294,0.24999851775958037,0
50,0.25000128143070544,0.25000073393073496,0.24999843584321857,0.24999954879534092,0
51,0.2500061144473635,0.2500035007443929,0.2499925389371072,0.24999784587113635,0
52,0.24999130757120258,0.2499950228590129,0.2500106075921982,0.25000306197758637,2
53,0.25000369410735995,0.2500021151714387,0.2499954920124605,0.2499986987087408,0
54,0.24999474948115716,0.24999699370402956,0.2500064072179954,0.2500018495968179,2
55,0.24999842178954215,0.24999909644941318,0.25000192572501007,0.25000055603603466,2
56,0.2500071521526308,0.2500040949190135,0.24999127259561263,0.24999748033274308,0
57,0.2500009923494532,0.250000568297569,0.24999878882828222,0.24999965052469567,0
58,0.24999426637849773,0.24999671712150856,0.25000699669484006,0.25000201980515363,2
59,0.25000016666831143,0.2500000956884036,0.24999979611560955,0.24999994152767543,0
60,0.2500035148400306,0.2500020124627467,0.24999571089862668,0.24999876179859598,0
61,0.24999427915290698,0.24999672444615637,0.25000698108619906,0.2500020153147376,2
62,0.2500000015319065,0.2500000009466784,0.24999999799663494,0.2499999995247802,0
63,0.2499938418479676,0.2499964740578935,0.2500075147303128,0.2500021693638261,2
64,0.25000043378936804,0.2500002484164158,0.24999947056682328,0.24999984722739288,0
65,0.24999603809875479,0.24999773141244536,0.2500048349407386,0.2500013955480612,2
66,0.2500020145414591,0.25000115376596616,0.24999754107825573,0.249999290614319,0
67,0.24999650196619647,0.249997996981609,0.2500042689363189,0.25000123211587566,2
68,0.2500124923938708,0.25000715280928104,0.24998475546205148,0.24999559933479662,0
69,0.2499994160829081,0.24999966560209216,0.250000712677975,0.25000020563702474,2
70,0.25000087003069915,0.25000049808493446,0.24999893843394547,0.24999969345042103,0
71,0.2500059669777023,0.2500034166685921,0.2499927181991567,0.24999789815454884,0
72,0.25000323860563706,0.25000185422276305,0.24999604813458606,0.24999885903701385,0
73,0.2500085420958359,0.2500048908131054,0.2499895763439932,0.2499969907470655,0
74,0.2500020753622411,0.2500011882662192,0.2499974674825116,0.2499992688890281,0
75,0.25000023830402784,0.25000013646661484,0.2499997091574667,0.24999991607189057,0
76,0.2500003021286302,0.2500001730560883,0.2499996311848571,0.24999989363042444,0
77,0.2500038281369382,0.25000219172796345,0.24999532881211894,0.2499986513229794,0
78,0.2500004454825084,0.25000025529058545,0.2499994559528706,0.24999984327403557,0
79,0.25000418921917894,0.25000239854273487,0.24999488804901068,0.2499985241890755,0
80,0.24999298749384774,0.24999598476710927,0.25000855751636486,0.25000247022267813,2
81,0.25000920326499815,0.25000526937082895,0.24998876953483437,0.24999675782933853,0
82,0.2500012974109986,0.2500007430717554,0.24999841635944745,0.24999954315779854,0
83,0.24998943885753322,0.24999395277057798,0.25001288821193857,0.2500037201599502,2
84,0.250009958453797,0.25000570164049823,0.24998784822633843,0.24999649167936638,0
85,0.25000383616505956,0.2500021964340425,0.249995318804697,0.24999864859620097,0
86,0.24999299993999888,0.24999599190026878,0.2500085423151169,0.2500024658446155,2
87,0.249992891796061,0.2499959300792382,0.2500086740925367,0.2500025040321641,2
88,0.25000334109409317,0.25000191311992026,0.24999592265323597,0.24999882313275065,0
89,0.25000567665197737,0.25000325022579306,0.24999307288987171,0.24999800023235783,0
90,0.25000223993437654,0.25000128240967784,0.24999726682012033,0.24999921083582521,0
91,0.24999885979051334,0.24999934721505124,0.2500013912722519,0.2500004017221836,2
92,0.25000026112029955,0.25000014942422294,0.2499996815195537,0.24999990793592378,0
93,0.250003182850303,0.2500018225688633,0.24999611565288204,0.24999887892795172,0
94,0.25000025581161645,0.25000014657096603,0.24999968763885186,0.24999990997856558,0
95,0.24999445388149308,0.2499968243321908,0.2500067681699158,0.25000195361640026,2
96,0.24999750868988974,0.24999857341650417,0.2500030404027622,0.2500008774908438,2
97,0.2499997980695125,0.24999988451191052,0.25000024616287586,0.25000007125570106,2
98,0.24999566483583904,0.24999751774934065,0.2500052903253504,0.2500015270894698,2
99,0.2500034278900755,0.2500019627920331,0.24999581678363939,0.24999879253425197,0
100,0.2499905266770142,0.24999457571828773,0.25001156056350426,0.2500033370411938,2
101,0.2499943621031423,0.2499967719029937,0.25000687993521487,0.25000198605864915,2
102,0.24999747932285504,0.24999855693146478,0.2500030756043932,0.2500008881412869,2
103,0.25000833872041794,0.25000477423879125,0.24998982476878176,0.24999706227200902,0
104,0.24999094156384247,0.2499948132758815,0.2500110542660531,0.25000319089422296,2
105,0.25000118140556027,0.2500006766753344,0.24999855787303937,0.249999584046066,0
106,0.25000487956034756,0.25000279415451043,0.24999404496511946,0.24999828132002253,0
107,0.24999170985885766,0.24999525320462831,0.2500101166657975,0.2500029202707166,2
108,0.2499957865047457,0.24999758730581823,0.2500051420598757,0.25000148412956036,2
109,0.24999963841235218,0.24999979302258796,0.25000044113576775,0.2500001274292922,2
110,0.25000338538968025,0.25000193824243266,0.2499958690612302,0.24999880730665688,0
111,0.25000541401585946,0.25000309968075185,0.24999339370718915,0.24999809259619948,0
112,0.2500005231604667,0.2500002995807264,0.24999936152061236,0.24999981573819455,0
113,0.25000560475008454,0.25000320926566755,0.24999316022970722,0.24999802575454066,0
114,0.2500067308581911,0.2500038536858121,0.2499917867253832,0.24999762873061365,0
115,0.2500083262452659,0.2500047673496534,0.24998983950345977,0.24999706690162102,0
116,0.2499950326666922,0.2499971556895571,0.2500060619511618,0.25000174969258887,2
117,0.2500032322600374,0.25000185077029213,0.24999605552985785,0.24999886143981265,0
118,0.2500015507760741,0.2500008882363061,0.24999810699456387,0.2499994539930559,0
119,0.24999944534307555,0.2499996822424926,0.25000067718962415,0.25000019522480765,2
120,0.2500081776006713,0.25000468240481066,0.24999002057737632,0.24999711941714173,0
121,0.24999801213103698,0.24999886182258327,0.25000242576334575,0.250000700283034,2
122,0.25000101911168615,0.25000058357872207,0.24999875625147466,0.24999964105811712,0
123,0.24999980278224512,0.24999988711301338,0.2500002405992607,0.2500000695054808,2
